Transaction Amount,Transaction Country,Transaction Currency,Transaction Time,Transaction Day,Card Issuer,Card Type,Online Purchase,First Purchase,Customer Age,Account Age,Fraudulent
6132,US,AUD,1,Weekday,MasterCard,Credit,1,1,51,10,1
972,US,AUD,16,Weekend,Visa,Debit,0,0,41,1,0
3948,UK,USD,13,Weekday,Discover,Credit,0,0,37,3,0
8896,US,CAD,0,Weekend,Amex,Credit,1,1,36,6,1
1160,CA,AUD,13,Weekend,Discover,Debit,1,0,61,11,0
9280,Other,GBP,23,Weekend,Visa,Credit,0,1,60,0,1
8755,US,CAD,0,Weekday,Amex,Credit,1,1,19,12,1
160,CA,GBP,19,Weekend,Amex,Debit,0,0,41,4,0
9223,Other,GBP,0,Weekend,Visa,Credit,0,1,66,2,1
9637,UK,CAD,23,Weekend,Amex,Credit,0,1,24,5,1
3585,Other,CAD,12,Weekday,Visa,Credit,1,0,34,4,0
5069,AU,AUD,23,Weekend,Visa,Credit,0,1,65,7,1
3946,CA,AUD,19,Weekend,MasterCard,Credit,1,0,47,6,0
8824,US,AUD,0,Weekend,Amex,Debit,1,1,67,6,1
4728,CA,GBP,18,Weekday,Visa,Credit,1,0,57,0,0
5631,AU,USD,1,Weekend,Discover,Debit,1,1,22,12,1
8369,AU,GBP,1,Weekend,Amex,Debit,1,1,52,4,1
1161,Other,GBP,19,Weekend,Amex,Credit,0,0,26,8,0
4393,Other,AUD,19,Weekday,Amex,Debit,0,0,63,1,0
2611,AU,GBP,10,Weekend,Amex,Debit,0,0,63,0,0
920,UK,USD,19,Weekend,Amex,Credit,1,0,29,11,0
8394,CA,CAD,0,Weekend,MasterCard,Credit,1,1,68,11,1
349,AU,CAD,14,Weekday,Visa,Debit,0,0,65,4,0
2244,AU,AUD,8,Weekend,MasterCard,Debit,0,0,23,6,0
3635,UK,AUD,18,Weekend,Amex,Debit,0,0,64,1,0
8215,Other,USD,0,Weekend,Visa,Debit,1,1,65,8,1
7141,UK,AUD,0,Weekend,Discover,Credit,1,1,64,10,1
8714,Other,CAD,0,Weekend,MasterCard,Credit,1,1,57,1,1
9079,AU,AUD,1,Weekday,Amex,Credit,1,1,40,7,1
9610,AU,CAD,1,Weekend,Visa,Credit,1,1,57,12,1
9649,UK,USD,1,Weekday,MasterCard,Credit,1,1,66,2,1
2269,CA,USD,8,Weekend,Discover,Credit,0,0,46,7,0
5065,CA,CAD,0,Weekend,Amex,Credit,0,1,23,11,1
4396,US,USD,17,Weekend,MasterCard,Debit,1,0,39,6,0
9780,Other,CAD,0,Weekday,Discover,Debit,1,1,48,3,1
7201,Other,USD,23,Weekend,Visa,Credit,1,1,37,2,1
7933,CA,USD,23,Weekend,Visa,Credit,1,1,70,4,1
8851,CA,GBP,23,Weekend,MasterCard,Debit,1,1,54,0,1
1464,Other,USD,11,Weekday,MasterCard,Credit,1,0,40,10,0
8470,AU,USD,0,Weekend,Discover,Debit,1,1,22,12,1
8634,CA,GBP,1,Weekday,Amex,Credit,1,1,51,12,1
5338,Other,AUD,1,Weekend,Amex,Debit,0,1,56,0,1
6105,AU,USD,23,Weekend,Visa,Credit,1,1,67,9,1
4480,Other,GBP,11,Weekday,MasterCard,Debit,1,0,39,10,0
3146,CA,AUD,12,Weekend,Visa,Credit,1,0,40,3,0
8696,Other,CAD,23,Weekend,Visa,Debit,0,1,52,9,1
5561,Other,GBP,23,Weekend,MasterCard,Credit,0,1,54,12,1
6868,UK,USD,0,Weekend,Discover,Credit,1,1,52,12,1
9089,Other,AUD,23,Weekday,Amex,Debit,0,1,65,10,1
4071,Other,GBP,8,Weekend,MasterCard,Debit,0,0,68,10,0
2309,UK,GBP,8,Weekend,Discover,Debit,0,0,65,8,0
3840,Other,GBP,14,Weekend,Discover,Debit,0,0,50,4,0
5089,UK,CAD,1,Weekend,MasterCard,Debit,1,1,20,1,1
1541,UK,GBP,16,Weekday,Discover,Debit,1,0,48,6,0
8798,UK,GBP,0,Weekend,Amex,Debit,1,1,51,1,1
8720,US,AUD,23,Weekday,Discover,Credit,1,1,20,6,1
6429,US,USD,23,Weekend,Visa,Credit,1,1,53,7,1
4005,US,AUD,15,Weekend,Amex,Debit,0,0,64,10,0
8886,Other,GBP,23,Weekday,Amex,Debit,1,1,43,1,1
1580,CA,USD,13,Weekday,MasterCard,Credit,0,0,63,7,0
1732,Other,AUD,18,Weekend,Discover,Credit,1,0,34,10,0
1867,UK,GBP,16,Weekend,MasterCard,Debit,1,0,21,1,0
3226,UK,GBP,10,Weekday,MasterCard,Credit,1,0,50,7,0
1248,UK,GBP,9,Weekday,Visa,Debit,1,0,43,2,0
5012,Other,AUD,0,Weekday,Visa,Debit,1,1,53,9,1
3374,UK,GBP,15,Weekend,Discover,Debit,0,0,49,10,0
6412,Other,GBP,23,Weekend,Visa,Debit,1,1,63,1,1
9970,Other,CAD,23,Weekend,Discover,Credit,0,1,49,10,1
8934,Other,GBP,0,Weekday,Visa,Credit,1,1,67,6,1
3096,US,CAD,8,Weekday,Amex,Debit,0,0,69,9,0
1322,CA,CAD,18,Weekend,Visa,Credit,0,0,27,8,0
3970,Other,AUD,17,Weekend,MasterCard,Credit,0,0,40,0,0
7951,Other,USD,1,Weekday,MasterCard,Credit,1,1,25,2,1
7790,US,CAD,23,Weekend,MasterCard,Credit,1,1,27,1,1
8232,US,CAD,1,Weekend,MasterCard,Debit,1,1,70,1,1
5961,Other,AUD,23,Weekday,Discover,Credit,1,1,18,6,1
3318,US,AUD,19,Weekend,Visa,Credit,0,0,59,7,0
9520,AU,CAD,23,Weekend,Visa,Credit,1,1,29,7,1
2074,AU,GBP,10,Weekday,Visa,Debit,1,0,66,9,0
3823,US,USD,12,Weekend,Visa,Credit,1,0,26,7,0
4017,US,CAD,11,Weekend,MasterCard,Debit,1,0,27,9,0
2653,US,AUD,11,Weekend,Visa,Debit,0,0,64,7,0
2074,Other,GBP,15,Weekend,Amex,Debit,0,0,47,8,0
1508,CA,AUD,17,Weekend,MasterCard,Debit,1,0,48,8,0
2021,Other,USD,17,Weekend,MasterCard,Credit,1,0,20,7,0
4433,Other,CAD,17,Weekend,Visa,Debit,0,0,54,2,0
2999,Other,AUD,13,Weekday,Visa,Credit,1,0,62,9,0
6424,UK,GBP,0,Weekday,Amex,Debit,1,1,36,4,1
2914,UK,AUD,18,Weekday,Discover,Credit,1,0,19,1,0
6262,UK,AUD,23,Weekday,Amex,Credit,1,1,57,9,1
1180,CA,USD,19,Weekend,MasterCard,Debit,1,0,28,9,0
627,US,USD,16,Weekend,Visa,Credit,1,0,20,0,0
5493,UK,GBP,0,Weekend,Amex,Debit,1,1,35,3,1
4141,AU,USD,11,Weekday,MasterCard,Credit,1,0,70,11,0
1198,UK,USD,12,Weekend,Visa,Debit,1,0,27,8,0
7179,AU,AUD,0,Weekend,Visa,Debit,1,1,56,7,1
9275,UK,CAD,23,Weekend,Amex,Credit,1,1,38,8,1
9158,AU,AUD,23,Weekend,Amex,Debit,1,1,66,2,1
5915,UK,CAD,0,Weekday,Amex,Credit,1,1,32,9,1
5123,US,CAD,23,Weekend,Visa,Credit,1,1,65,5,1
285,US,USD,10,Weekend,Visa,Debit,1,0,20,9,0
3558,CA,CAD,15,Weekday,Discover,Debit,0,0,40,8,0
3916,AU,CAD,18,Weekend,Amex,Credit,0,0,20,12,0
6874,UK,AUD,23,Weekend,Discover,Credit,1,1,67,1,1
5418,AU,GBP,1,Weekday,Visa,Credit,1,1,32,11,1
2995,US,USD,16,Weekday,MasterCard,Debit,1,0,26,2,0
846,Other,GBP,12,Weekday,Discover,Debit,1,0,30,11,0
5197,US,USD,1,Weekend,Amex,Credit,1,1,50,7,1
8490,Other,CAD,1,Weekend,MasterCard,Debit,1,1,50,4,1
9035,US,AUD,1,Weekday,MasterCard,Credit,1,1,21,3,1
7200,Other,CAD,23,Weekday,Amex,Credit,1,1,58,6,1
866,UK,CAD,17,Weekday,Visa,Debit,0,0,55,1,0
4448,AU,AUD,19,Weekend,MasterCard,Credit,0,0,48,12,0
9978,AU,USD,0,Weekend,Discover,Debit,1,1,70,8,1
5983,Other,AUD,1,Weekend,Amex,Credit,0,1,65,11,1
5506,AU,CAD,0,Weekday,Discover,Credit,1,1,21,9,1
4322,Other,CAD,14,Weekend,MasterCard,Credit,1,0,55,10,0
598,US,CAD,8,Weekend,Visa,Credit,1,0,35,11,0
3479,AU,AUD,10,Weekday,Amex,Credit,1,0,47,8,0
2175,US,CAD,19,Weekday,Amex,Credit,1,0,25,1,0
5084,UK,CAD,23,Weekend,Visa,Credit,1,1,26,12,1
4443,US,USD,11,Weekday,Visa,Debit,1,0,48,3,0
1847,UK,CAD,8,Weekend,Amex,Debit,1,0,62,8,0
707,US,AUD,12,Weekday,Visa,Debit,1,0,30,7,0
3646,UK,CAD,12,Weekend,Visa,Credit,0,0,48,11,0
1605,UK,AUD,13,Weekday,Visa,Debit,1,0,47,6,0
8883,CA,GBP,0,Weekend,MasterCard,Debit,1,1,54,0,1
4223,AU,AUD,18,Weekday,MasterCard,Credit,1,0,33,8,0
9800,AU,USD,1,Weekend,Discover,Credit,1,1,59,4,1
2781,AU,CAD,15,Weekend,Visa,Credit,1,0,43,5,0
1600,CA,USD,8,Weekend,Discover,Debit,0,0,62,7,0
2905,US,CAD,8,Weekend,Amex,Debit,0,0,56,10,0
7321,Other,CAD,0,Weekday,Amex,Credit,0,1,42,6,1
6735,Other,AUD,1,Weekend,Visa,Debit,1,1,24,0,1
8238,US,CAD,1,Weekend,MasterCard,Debit,1,1,69,11,1
4766,UK,GBP,17,Weekend,MasterCard,Credit,0,0,32,3,0
1683,US,AUD,11,Weekend,Visa,Debit,1,0,65,9,0
101,US,CAD,8,Weekend,Discover,Debit,1,0,34,4,0
2400,UK,CAD,8,Weekend,Discover,Debit,1,0,21,12,0
768,Other,AUD,12,Weekday,Discover,Credit,1,0,26,12,0
1201,Other,USD,12,Weekday,Discover,Credit,1,0,33,0,0
8011,CA,AUD,0,Weekend,MasterCard,Debit,1,1,47,1,1
8885,Other,USD,0,Weekend,Amex,Credit,1,1,30,9,1
7611,Other,CAD,23,Weekday,MasterCard,Credit,1,1,37,10,1
1354,CA,CAD,9,Weekday,MasterCard,Credit,1,0,34,6,0
5576,CA,CAD,0,Weekday,Amex,Debit,1,1,18,10,1
1870,AU,AUD,14,Weekday,Discover,Credit,0,0,48,5,0
9028,Other,AUD,0,Weekend,Amex,Credit,0,1,49,5,1
3014,AU,AUD,8,Weekend,Visa,Debit,1,0,36,11,0
2821,Other,AUD,18,Weekend,MasterCard,Credit,1,0,64,11,0
5775,CA,AUD,0,Weekend,Visa,Credit,1,1,24,8,1
7611,UK,USD,1,Weekend,Discover,Credit,1,1,51,10,1
6245,Other,AUD,1,Weekday,Amex,Credit,1,1,62,6,1
1106,CA,USD,13,Weekend,MasterCard,Debit,1,0,28,4,0
4581,CA,USD,16,Weekend,Visa,Credit,1,0,40,5,0
2567,US,AUD,19,Weekday,Visa,Credit,0,0,18,12,0
1593,AU,GBP,15,Weekday,Amex,Debit,1,0,49,3,0
8594,CA,USD,23,Weekend,Visa,Credit,1,1,65,4,1
5513,CA,GBP,23,Weekend,Amex,Credit,1,1,40,11,1
4906,AU,GBP,10,Weekend,MasterCard,Debit,1,0,26,5,0
3642,CA,GBP,11,Weekend,Visa,Debit,0,0,58,2,0
6342,UK,USD,1,Weekend,Amex,Debit,1,1,59,9,1
3099,US,USD,13,Weekend,Amex,Debit,1,0,69,0,0
7896,Other,CAD,0,Weekend,Amex,Debit,1,1,27,11,1
998,AU,CAD,12,Weekday,Visa,Credit,1,0,37,9,0
5321,CA,AUD,1,Weekday,Amex,Debit,1,1,67,5,1
5605,AU,CAD,23,Weekend,Visa,Credit,1,1,28,12,1
424,US,CAD,9,Weekend,Visa,Credit,0,0,33,6,0
2443,Other,CAD,14,Weekday,Amex,Credit,1,0,61,1,0
5669,Other,GBP,1,Weekend,Amex,Credit,1,1,48,7,1
1926,UK,AUD,8,Weekend,Discover,Credit,1,0,46,8,0
5606,CA,GBP,23,Weekend,Visa,Debit,1,1,23,9,1
6188,UK,CAD,0,Weekday,Amex,Debit,1,1,52,5,1
1061,CA,AUD,19,Weekend,Visa,Credit,0,0,37,4,0
6866,Other,CAD,23,Weekend,Visa,Credit,0,1,38,9,1
9006,AU,CAD,23,Weekend,MasterCard,Credit,1,1,49,3,1
9459,UK,USD,0,Weekend,MasterCard,Credit,1,1,46,4,1
9366,AU,AUD,23,Weekend,MasterCard,Debit,1,1,21,7,1
1131,AU,GBP,12,Weekend,Amex,Credit,1,0,22,10,0
4262,Other,USD,15,Weekday,Discover,Credit,0,0,53,3,0
4548,AU,GBP,9,Weekday,Discover,Credit,1,0,43,12,0
1899,CA,GBP,9,Weekend,Discover,Credit,1,0,70,4,0
9198,Other,GBP,23,Weekday,Visa,Credit,1,1,39,2,1
3239,UK,CAD,8,Weekday,MasterCard,Credit,1,0,65,8,0
9763,CA,GBP,0,Weekday,Amex,Debit,1,1,58,1,1
5731,Other,USD,23,Weekend,MasterCard,Credit,1,1,18,7,1
2082,CA,AUD,16,Weekday,Discover,Debit,1,0,68,2,0
8275,CA,CAD,0,Weekday,Amex,Credit,1,1,70,6,1
3531,Other,USD,17,Weekday,MasterCard,Credit,1,0,29,4,0
5431,AU,AUD,23,Weekend,Amex,Credit,1,1,53,1,1
7300,UK,GBP,1,Weekend,MasterCard,Credit,1,1,31,12,1
2698,AU,USD,18,Weekend,Amex,Credit,1,0,51,12,0
5792,US,CAD,23,Weekend,Visa,Credit,1,1,34,7,1
921,AU,CAD,12,Weekday,MasterCard,Credit,1,0,64,4,0
5494,Other,AUD,1,Weekend,Amex,Debit,0,1,47,9,1
4047,UK,CAD,10,Weekday,Discover,Debit,1,0,47,12,0
4603,US,GBP,8,Weekend,Discover,Debit,1,0,26,8,0
9593,CA,AUD,23,Weekend,MasterCard,Credit,1,1,54,8,1
6421,Other,USD,23,Weekday,MasterCard,Credit,1,1,45,3,1
551,CA,AUD,9,Weekend,Amex,Debit,1,0,40,7,0
5826,US,USD,0,Weekend,Visa,Credit,1,1,24,5,1
5337,AU,USD,1,Weekday,Amex,Credit,1,1,63,7,1
9321,UK,AUD,0,Weekend,Visa,Debit,1,1,24,9,1
4060,CA,USD,12,Weekday,Discover,Debit,1,0,33,6,0
165,Other,CAD,10,Weekday,MasterCard,Debit,1,0,64,1,0
1051,AU,CAD,14,Weekday,MasterCard,Debit,1,0,20,11,0
6436,Other,AUD,1,Weekday,Amex,Debit,0,1,40,6,1
9028,Other,AUD,1,Weekday,Discover,Credit,1,1,42,3,1
1007,Other,AUD,17,Weekend,MasterCard,Debit,1,0,64,11,0
5104,UK,CAD,1,Weekend,MasterCard,Credit,1,1,51,7,1
3085,CA,AUD,8,Weekend,Visa,Credit,1,0,22,7,0
1209,Other,AUD,18,Weekday,Discover,Credit,1,0,52,11,0
7362,AU,CAD,23,Weekday,Amex,Credit,0,1,47,9,1
9253,UK,USD,0,Weekend,MasterCard,Credit,1,1,63,9,1
2567,Other,AUD,15,Weekday,MasterCard,Debit,1,0,51,2,0
4641,CA,CAD,15,Weekend,Discover,Credit,0,0,29,5,0
7308,Other,AUD,1,Weekend,Amex,Debit,0,1,41,3,1
8520,Other,GBP,0,Weekday,Amex,Debit,1,1,41,11,1
4725,US,GBP,15,Weekday,Visa,Debit,1,0,40,2,0
7907,UK,AUD,0,Weekday,Discover,Credit,1,1,44,8,1
4209,CA,GBP,17,Weekday,Visa,Credit,1,0,64,0,0
9041,AU,GBP,1,Weekday,Visa,Credit,1,1,32,11,1
3305,AU,USD,18,Weekend,MasterCard,Debit,1,0,27,7,0
1348,US,CAD,8,Weekday,MasterCard,Debit,0,0,38,8,0
4355,Other,GBP,16,Weekday,MasterCard,Credit,1,0,22,11,0
2715,UK,GBP,12,Weekend,Amex,Debit,0,0,59,4,0
1327,Other,USD,19,Weekend,Amex,Credit,1,0,35,11,0
2282,AU,AUD,10,Weekend,Discover,Debit,1,0,65,9,0
6670,Other,CAD,23,Weekday,MasterCard,Debit,1,1,47,12,1
9718,CA,AUD,1,Weekend,Visa,Credit,1,1,36,11,1
7882,US,CAD,0,Weekday,Amex,Credit,1,1,19,12,1
1720,CA,USD,16,Weekday,Amex,Credit,0,0,45,0,0
3891,US,AUD,18,Weekend,Discover,Credit,1,0,40,3,0
7165,Other,CAD,23,Weekday,Amex,Credit,1,1,68,0,1
205,AU,GBP,10,Weekday,Amex,Debit,1,0,53,2,0
1635,CA,CAD,18,Weekday,Amex,Debit,1,0,68,2,0
2283,UK,GBP,10,Weekday,Visa,Debit,1,0,54,10,0
1447,US,USD,15,Weekend,Amex,Debit,1,0,68,0,0
1098,Other,GBP,9,Weekday,Visa,Debit,1,0,62,3,0
7239,US,GBP,1,Weekday,Visa,Credit,1,1,50,4,1
5486,UK,USD,0,Weekend,Discover,Credit,1,1,51,10,1
1788,UK,AUD,16,Weekday,Visa,Debit,0,0,60,0,0
1899,US,AUD,14,Weekday,MasterCard,Credit,0,0,51,4,0
1685,CA,GBP,13,Weekday,Visa,Debit,0,0,66,8,0
8641,Other,AUD,0,Weekday,Amex,Debit,1,1,31,2,1
1411,UK,CAD,17,Weekend,MasterCard,Debit,1,0,46,2,0
6083,Other,USD,23,Weekend,Amex,Debit,1,1,60,7,1
6481,AU,AUD,1,Weekend,Discover,Credit,1,1,19,1,1
5789,AU,AUD,23,Weekend,Discover,Credit,1,1,30,12,1
9282,UK,USD,0,Weekend,Discover,Credit,1,1,52,12,1
6380,UK,AUD,23,Weekday,Amex,Credit,1,1,18,4,1
1968,UK,USD,12,Weekend,Visa,Credit,1,0,25,10,0
6914,Other,CAD,0,Weekend,Discover,Credit,0,1,26,7,1
6380,US,AUD,1,Weekday,Discover,Credit,1,1,47,3,1
9760,Other,AUD,0,Weekday,Amex,Credit,0,1,61,3,1
3353,US,USD,13,Weekend,MasterCard,Credit,1,0,66,10,0
5226,Other,AUD,0,Weekend,Visa,Credit,0,1,67,9,1
3649,UK,USD,8,Weekend,Visa,Debit,1,0,43,6,0
178,UK,GBP,11,Weekend,Discover,Credit,0,0,65,0,0
3654,US,CAD,13,Weekday,Amex,Debit,0,0,47,6,0
1152,Other,GBP,14,Weekend,Visa,Credit,0,0,32,10,0
1526,Other,AUD,10,Weekend,MasterCard,Debit,0,0,42,7,0
2561,US,AUD,17,Weekend,Discover,Debit,1,0,23,5,0
3740,UK,CAD,8,Weekday,Amex,Debit,1,0,22,2,0
445,US,AUD,12,Weekend,MasterCard,Debit,1,0,49,9,0
9747,Other,USD,1,Weekday,MasterCard,Credit,1,1,25,2,1
6281,CA,GBP,1,Weekend,Amex,Credit,1,1,40,11,1
3711,AU,AUD,11,Weekend,Discover,Credit,1,0,25,0,0
2337,AU,USD,11,Weekend,MasterCard,Debit,1,0,36,7,0
2405,US,USD,19,Weekend,MasterCard,Credit,0,0,28,1,0
7274,Other,CAD,23,Weekday,MasterCard,Credit,1,1,37,10,1
2093,CA,USD,15,Weekend,Discover,Credit,1,0,67,2,0
9813,CA,GBP,0,Weekday,Amex,Credit,1,1,30,2,1
340,US,GBP,13,Weekend,MasterCard,Debit,0,0,58,6,0
4499,US,USD,11,Weekday,Discover,Credit,1,0,62,7,0
4198,US,USD,14,Weekend,Amex,Credit,1,0,43,2,0
8340,US,USD,0,Weekend,Discover,Credit,1,1,23,2,1
2208,US,CAD,11,Weekend,MasterCard,Credit,1,0,63,5,0
3944,AU,USD,11,Weekday,Visa,Credit,1,0,66,9,0
192,UK,GBP,13,Weekend,Visa,Debit,1,0,26,7,0
6863,Other,GBP,0,Weekend,MasterCard,Debit,1,1,49,4,1
6706,AU,CAD,0,Weekend,Discover,Credit,1,1,49,1,1
2964,UK,USD,8,Weekend,Discover,Debit,1,0,35,5,0
7377,UK,AUD,1,Weekend,Amex,Credit,1,1,68,12,1
7718,CA,CAD,1,Weekend,MasterCard,Debit,1,1,18,10,1
164,CA,USD,19,Weekend,MasterCard,Debit,1,0,47,0,0
3216,AU,USD,11,Weekday,MasterCard,Credit,1,0,54,7,0
6276,US,GBP,23,Weekend,Amex,Credit,1,1,68,12,1
8852,UK,GBP,1,Weekend,Amex,Debit,1,1,35,3,1
5314,Other,AUD,0,Weekend,Discover,Credit,1,1,62,0,1
1503,AU,AUD,9,Weekday,Discover,Debit,1,0,28,2,0
1783,AU,AUD,12,Weekday,Amex,Debit,0,0,54,9,0
5366,Other,AUD,0,Weekend,MasterCard,Credit,1,1,33,8,1
4392,CA,USD,19,Weekday,MasterCard,Debit,1,0,59,11,0
9893,Other,AUD,23,Weekday,Discover,Credit,1,1,42,3,1
2928,AU,AUD,11,Weekday,Amex,Debit,1,0,70,12,0
4724,Other,GBP,19,Weekend,Amex,Debit,1,0,64,12,0
7846,UK,CAD,1,Weekday,Amex,Credit,1,1,36,6,1
3519,US,CAD,11,Weekday,Visa,Credit,1,0,28,9,0
819,AU,GBP,17,Weekday,Amex,Debit,0,0,21,11,0
4017,Other,AUD,11,Weekday,Amex,Credit,0,0,68,1,0
8999,CA,AUD,0,Weekend,Amex,Credit,1,1,41,6,1
7253,US,GBP,0,Weekend,Amex,Credit,1,1,35,9,1
5874,Other,AUD,1,Weekend,Visa,Debit,1,1,46,9,1
6288,US,AUD,23,Weekday,Amex,Credit,1,1,22,8,1
1311,AU,CAD,8,Weekend,Amex,Credit,0,0,39,2,0
4413,US,AUD,13,Weekend,Discover,Credit,0,0,38,6,0
9254,US,CAD,0,Weekend,Visa,Credit,1,1,65,8,1
400,AU,USD,14,Weekday,Discover,Debit,1,0,63,12,0
3323,CA,USD,8,Weekday,Discover,Credit,1,0,65,3,0
5624,Other,AUD,1,Weekend,Amex,Credit,0,1,65,8,1
7025,Other,CAD,0,Weekday,MasterCard,Credit,0,1,56,12,1
9168,US,GBP,23,Weekend,Amex,Credit,1,1,19,6,1
6287,Other,USD,23,Weekend,Visa,Credit,1,1,56,4,1
9245,Other,AUD,0,Weekday,Visa,Debit,1,1,27,9,1
5635,US,CAD,0,Weekday,Amex,Credit,1,1,19,12,1
4084,Other,GBP,10,Weekend,Amex,Debit,1,0,64,1,0
2086,US,USD,12,Weekday,MasterCard,Credit,1,0,32,1,0
3094,Other,GBP,9,Weekend,Visa,Credit,0,0,27,6,0
665,Other,GBP,12,Weekend,MasterCard,Debit,0,0,50,2,0
3649,CA,GBP,17,Weekend,Visa,Debit,1,0,40,9,0
6228,CA,AUD,23,Weekend,MasterCard,Credit,1,1,54,8,1
2872,US,USD,12,Weekend,Visa,Debit,0,0,27,1,0
2255,AU,GBP,15,Weekend,Discover,Debit,1,0,54,12,0
7703,CA,AUD,1,Weekend,Visa,Credit,1,1,24,8,1
5490,Other,USD,0,Weekend,Amex,Debit,1,1,34,12,1
1508,Other,GBP,9,Weekend,MasterCard,Debit,1,0,52,12,0
943,US,GBP,10,Weekday,Discover,Debit,0,0,26,1,0
3162,UK,GBP,16,Weekday,Discover,Credit,1,0,20,9,0
2527,AU,USD,18,Weekend,MasterCard,Debit,1,0,46,10,0
7604,Other,USD,1,Weekend,Amex,Debit,1,1,34,12,1
9946,UK,GBP,23,Weekend,Discover,Credit,1,1,52,11,1
5915,US,AUD,1,Weekday,Amex,Credit,1,1,37,9,1
7387,Other,USD,1,Weekday,Discover,Credit,1,1,19,3,1
1745,Other,AUD,15,Weekday,MasterCard,Credit,1,0,19,12,0
6648,Other,AUD,23,Weekend,MasterCard,Credit,1,1,68,3,1
5164,Other,CAD,1,Weekend,Visa,Credit,1,1,64,12,1
1005,AU,GBP,12,Weekend,Visa,Credit,0,0,37,5,0
9449,Other,GBP,23,Weekday,Visa,Credit,1,1,19,10,1
3952,UK,USD,12,Weekday,Amex,Debit,1,0,29,3,0
9747,UK,USD,1,Weekday,Visa,Debit,1,1,23,12,1
4573,AU,CAD,16,Weekday,Visa,Credit,0,0,68,6,0
5584,Other,AUD,23,Weekend,Amex,Debit,1,1,62,5,1
7608,Other,USD,1,Weekend,Amex,Debit,1,1,20,5,1
1533,CA,AUD,16,Weekend,Discover,Credit,0,0,30,11,0
9771,Other,AUD,23,Weekend,Discover,Credit,0,1,57,0,1
7402,Other,AUD,0,Weekend,Discover,Credit,0,1,24,10,1
8666,US,CAD,0,Weekend,Amex,Credit,1,1,36,6,1
6828,UK,CAD,23,Weekend,Visa,Debit,1,1,44,1,1
1950,UK,CAD,14,Weekend,MasterCard,Debit,0,0,24,4,0
473,UK,GBP,17,Weekday,Discover,Credit,1,0,62,10,0
228,UK,CAD,14,Weekday,Discover,Debit,1,0,19,11,0
5512,Other,CAD,1,Weekday,Amex,Credit,0,1,59,3,1
5761,Other,CAD,1,Weekend,Discover,Credit,1,1,41,10,1
7880,US,AUD,0,Weekday,Amex,Credit,1,1,22,8,1
6533,AU,AUD,0,Weekend,Amex,Debit,1,1,66,2,1
853,UK,AUD,9,Weekday,MasterCard,Credit,0,0,49,8,0
9078,UK,CAD,1,Weekend,Amex,Credit,0,1,24,5,1
2942,US,GBP,8,Weekday,Discover,Debit,1,0,34,12,0
1190,AU,GBP,14,Weekend,Amex,Credit,1,0,46,12,0
1616,UK,CAD,12,Weekday,Visa,Credit,0,0,34,6,0
9595,UK,GBP,23,Weekday,Visa,Credit,1,1,58,11,1
275,Other,CAD,12,Weekend,Amex,Debit,0,0,42,1,0
4473,US,GBP,19,Weekend,Discover,Debit,1,0,52,8,0
6774,AU,USD,1,Weekend,Visa,Credit,1,1,67,9,1
9108,Other,AUD,0,Weekend,Amex,Credit,1,1,39,0,1
7248,Other,GBP,0,Weekend,Amex,Debit,1,1,50,2,1
407,UK,CAD,15,Weekend,Discover,Credit,1,0,22,3,0
1837,CA,AUD,15,Weekday,MasterCard,Debit,0,0,70,1,0
6320,Other,AUD,1,Weekend,Amex,Credit,1,1,55,1,1
8751,Other,GBP,23,Weekend,Amex,Credit,1,1,27,4,1
2701,CA,USD,15,Weekday,Amex,Debit,1,0,64,8,0
4831,CA,AUD,15,Weekend,Amex,Debit,1,0,48,4,0
4027,Other,CAD,18,Weekend,Amex,Credit,1,0,49,1,0
877,US,GBP,8,Weekday,Amex,Debit,0,0,25,5,0
2386,UK,AUD,19,Weekend,MasterCard,Debit,0,0,32,3,0
5801,Other,AUD,1,Weekend,Amex,Debit,1,1,56,9,1
3510,UK,GBP,11,Weekend,Visa,Debit,0,0,28,11,0
5410,CA,AUD,23,Weekend,Discover,Debit,1,1,57,2,1
584,Other,AUD,16,Weekday,Amex,Debit,1,0,30,5,0
8719,CA,CAD,1,Weekday,Discover,Credit,1,1,51,4,1
5318,Other,GBP,1,Weekend,Visa,Credit,0,1,66,2,1
6159,Other,GBP,0,Weekend,Visa,Credit,1,1,22,12,1
2274,Other,CAD,16,Weekend,Amex,Debit,1,0,31,11,0
8166,Other,CAD,23,Weekday,Amex,Credit,1,1,33,0,1
5980,CA,USD,23,Weekend,Amex,Credit,1,1,67,0,1
5279,US,CAD,23,Weekend,Amex,Debit,1,1,56,10,1
4991,UK,AUD,15,Weekday,Amex,Credit,1,0,53,1,0
2508,AU,GBP,11,Weekend,Amex,Credit,0,0,18,11,0
2241,AU,AUD,18,Weekend,Amex,Debit,0,0,33,8,0
8455,US,CAD,1,Weekend,Visa,Debit,1,1,65,3,1
4583,CA,AUD,8,Weekend,MasterCard,Debit,0,0,52,5,0
9792,Other,CAD,23,Weekday,Amex,Credit,1,1,49,3,1
4741,US,USD,11,Weekday,Amex,Credit,0,0,31,7,0
608,AU,USD,13,Weekday,Amex,Credit,0,0,19,6,0
9164,Other,CAD,1,Weekend,Discover,Debit,1,1,49,9,1
3947,US,USD,10,Weekday,Amex,Debit,1,0,31,3,0
4645,US,CAD,16,Weekday,MasterCard,Credit,0,0,70,11,0
